id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32577403,FREE PARKING!5 ⭐️ Tropical Oasis | ROOFTOP infinity POOL + Hot Tub on Hollywood Boardwalk-,110354593,Stay Sol,,Hollywood,26.01592,-80.11759,Entire home/apt,159,2,9,10/5/2020,0.45,45,349
32584442,FREE PARKING!5 ⭐️ BREATHTAKING BAY FRONT VIEW APT w/Rooftop Pool & Hot Tub-,110354593,Stay Sol,,Hollywood,26.01545,-80.11688,Entire home/apt,180,2,8,8/2/2020,0.36,45,361
32584680,FREE PARKING!5⭐️ Beachfront Resort- INFINITY EDGE SWIMMING POOL & Hot Tub-,110354593,Stay Sol,,Hollywood,26.01618,-80.11827,Entire home/apt,132,2,14,12/20/2020,0.64,45,365
32584942,FREE PARKING!5 ⭐️ Seaside Resort w/ Unique ROOFTOP infinity POOL | UP T0 6,110354593,Stay Sol,,Hollywood,26.01608,-80.11831,Entire home/apt,141,2,9,12/21/2020,0.4,45,297
32585232,FREE PARKING! 5 ⭐️ Beach Resort w/ ROOFTOP POOL  - UP TO 6-Hollywood Beach,110354593,Stay Sol,,Hollywood,26.01739,-80.11814,Entire home/apt,182,2,9,7/12/2020,0.4,45,352
32585343,FREE PARKING!5 ⭐️ Tropical Oasis | ROOFTOP infinity POOL + Hot Tub on Hollywood Boardwalk,110354593,Stay Sol,,Hollywood,26.0172,-80.11663,Entire home/apt,157,2,12,12/26/2020,0.54,45,363
32585694,FREE PARKING!5 ⭐️ Resort at Hollywood Beach Broadwalk- UP TO 6 | ROOFTOP POOL,110354593,Stay Sol,,Hollywood,26.01744,-80.11696,Entire home/apt,168,2,11,5/12/2019,0.5,45,354
32585844,FREE PARKING!5 ⭐️ Resort at Hollywood Beach Broadwalk- UP TO 6 | ROOFTOP POOL,110354593,Stay Sol,,Hollywood,26.01561,-80.11741,Entire home/apt,181,1,7,10/12/2020,0.32,45,358
32594483,Quite paradise house,244714623,Jane,,Oakland Park,26.18243,-80.14277,Entire home/apt,160,1,22,12/20/2020,0.99,2,1
32602260,Direct Beach / Intracoastal lifestyle,245066149,Denise,,Fort Lauderdale,26.12738,-80.10657,Entire home/apt,241,3,58,12/10/2020,2.66,1,81
32605482,Nice place to stay on Vacation / Business travel.,240609070,Jackie,,Miramar,25.98014,-80.30397,Private room,55,2,16,3/18/2020,0.77,1,1
32605824,WaterFront Room - next to beach.,245096543,Joanne,,Hollywood,26.02236,-80.11668,Private room,99,5,4,6/28/2019,0.19,3,154
32605870,Bali's garden house,245101903,Otto,,Pompano Beach,26.29583,-80.10302,Entire home/apt,500,6,31,9/9/2020,1.38,1,89
32606229,#4: Great for Kids,4246703,Matthew,,Fort Lauderdale,26.08821,-80.15639,Entire home/apt,104,1,84,12/29/2020,3.73,44,172
32607992,Sea Beach Plaza Beach Hotel,245122133,Sea Beach,,Fort Lauderdale,26.10926,-80.10829,Private room,236,1,4,1/2/2020,0.19,2,359
32632902,Dolphin Isles #1 - Walk to Beach & Restaurants!,14501987,Andy,,Fort Lauderdale,26.16262,-80.10376,Entire home/apt,300,4,6,7/22/2020,0.3,16,296
32633455,1 AMAZING LOCATION 1 MINUTES TO DEERFIELD BEACH!,111183741,Jorge,,Deerfield Beach,26.31697,-80.07824,Entire home/apt,128,2,17,3/23/2020,0.76,12,266
32633890,"Zen Vacation Rentals, Deluxe 2 Bedroom On Beach",7624914,Laure,,Hallandale Beach,25.9856,-80.11801,Entire home/apt,319,3,3,3/16/2020,0.27,21,343
32636239,"Dolphin Isles 2: Pool, Spa, & Walk to Beach & More",14501987,Andy,,Fort Lauderdale,26.16284,-80.10398,Entire home/apt,318,3,9,8/3/2020,0.41,16,298
32641548,Lovely Lake View Apartment with alluring ambiance!,245417363,Andrea Cole,,Lauderdale Lakes,26.16837,-80.21527,Private room,47,2,45,3/10/2020,2.07,1,29
32643551,Double Majestic Private Room in Miramar,133923620,Soraida & Christie,,Miramar,25.98198,-80.23221,Private room,40,2,27,3/10/2020,1.26,3,335
32645886,SWEET..hot tub home.. 2 bedroom 1 bath home..,37038660,Taylor,,Fort Lauderdale,26.145,-80.14684,Entire home/apt,146,2,17,11/27/2020,0.81,19,362
32658915,Awesome Deer Creek condo!,50997424,Mark,,Deerfield Beach,26.31755,-80.14432,Entire home/apt,96,5,6,12/27/2020,0.27,1,307
32660175,Awesome Location! - Walking Distance to Beach.,197918462,Kathy,,Deerfield Beach,26.3148,-80.07666,Entire home/apt,148,2,11,12/23/2020,0.53,1,288
32661016,Long Term Tuckers Beach House Fort Lauderdale,441674,LuxuryVacationHomesFortLauderdale,,Fort Lauderdale,26.17894,-80.09825,Entire home/apt,1306,2,5,5/26/2020,0.24,4,1
32661789,Resort Vacation $50 Night 4 PEOPLE WOW each!!,57133021,Paul,,Weston,26.12803,-80.37201,Entire home/apt,164,2,1,3/10/2019,0.05,3,364
32662144,Private Suite in Paradise,32057905,Kimberly,,Hallandale Beach,25.98142,-80.12444,Private room,95,1,11,3/8/2020,0.5,1,88
32665394,HARBOR BEACH HOUSE- Heated Pool- 5 min to Beach!,95345600,Janet,,Fort Lauderdale,26.09611,-80.11027,Entire home/apt,343,5,14,12/8/2020,0.76,10,295
32666756,Private room for rent,42941657,Ralph,,Cooper City,26.05272,-80.26972,Private room,48,1,24,12/13/2020,1.73,1,0
32667206,"Happy Butterfly: Private, Tropical Efficiency",39758802,Jessica,,Margate,26.25976,-80.20629,Entire home/apt,62,2,40,1/3/2021,1.82,1,77
32668141,Airy condo w/ shared pool & ocean views - walk to the beach!,145210617,Vacasa Florida,,Fort Lauderdale,26.12724,-80.10723,Entire home/apt,278,2,14,12/31/2019,0.64,7,360
32670884,Vacation spot one,228228231,Eva,,Lauderhill,26.14204,-80.22396,Private room,65,1,13,3/2/2020,0.81,2,364
32671597,Royal Paris Private Room in Miramar,133923620,Soraida & Christie,,Miramar,25.98,-80.23133,Private room,40,2,20,12/7/2020,0.92,3,357
32684875,"★Special $★Fully Equipped,parking, WIFI, Wa/Dr ★",596168,Guillermo,,Hollywood,25.99733,-80.13664,Entire home/apt,108,2,76,12/27/2020,3.45,6,74
32686237,Mediterranean two story home on Las Olas Isles,228206805,Florida Sands Luxury,,Fort Lauderdale,26.12193,-80.12447,Entire home/apt,605,28,0,,,11,280
32692839,ROOM PRIVATE.,191078113,Saai,,Plantation,26.12104,-80.26845,Private room,75,1,4,1/27/2020,0.18,1,363
32693961,"Ocean Front Luxury  2Bedrooms 2Bathrooms, 31 floor",245822703,Ron,,Hollywood,25.98676,-80.11869,Entire home/apt,361,3,95,12/27/2020,4.29,8,333
32696211,1 Bedroom 1 Bath by the beach at Hyde Resort,180885075,Pulido,,Hallandale Beach,25.98605,-80.1195,Entire home/apt,200,3,0,,,3,88
32705481,❤️HIDDEN GEM close beach*modern*King bed.,114425353,Donovan,,Oakland Park,26.17233,-80.14295,Entire home/apt,102,4,68,12/18/2020,3.02,4,167
32710089,Luxury 5-bedroom waterfront home with heated pool,91465364,Sunshine Vacation Rentals,,Deerfield Beach,26.30267,-80.08672,Entire home/apt,831,5,9,3/9/2020,0.44,8,324
32714051,Large Room with beautiful pool view,79120070,Karie,,Cooper City,26.05677,-80.26846,Private room,44,3,8,5/3/2019,0.36,2,9
32716147,Cottage Steps to beach !,72697830,Clare,,Pompano Beach,26.25494,-80.0854,Entire home/apt,379,3,7,6/14/2020,0.32,2,310
32719777,Beachfront Hollywood Beach,196584547,Paloma,,Hallandale Beach,25.98631,-80.11792,Entire home/apt,397,3,7,3/17/2020,0.32,2,320
32723141,"Wonderful Studio/1Bath, Hallandale Beach, FREE PARKING, SANITIZED (24HR GAPS) BEACHES AND POOL OPEN!",243950146,Jack,,Hallandale Beach,25.98646,-80.12628,Entire home/apt,114,1,38,10/26/2020,1.76,6,252
32723151,Minute from the beach # 5,152162156,Amnon,,Fort Lauderdale,26.13267,-80.10364,Entire home/apt,85,2,93,12/30/2020,4.2,12,170
32724780,E͙L͙E͙G͙A͙N͙T͙ B͙E͙A͙C͙H͙ H͙O͙U͙S͙E͙ NEAR M͙I͙A͙M͙I͙ A͙V͙E͙N͙T͙U͙R͙A͙ H͙O͙L͙L͙Y͙W͙O͙O͙D͙,100224215,Angel,,Hallandale Beach,25.9764,-80.16245,Entire home/apt,106,1,99,12/13/2020,4.71,1,156
32734015,Charming and peaceful well located house!,10392619,Moises,,Pembroke Pines,26.01535,-80.35049,Entire home/apt,250,15,1,4/7/2020,0.11,1,364
32739867,"Deerfield Beach, next to Boca, close to Lauderdale",156445375,Vincent,,Deerfield Beach,26.30955,-80.07742,Entire home/apt,401,4,4,9/27/2020,0.33,4,209
32740624,Luxury  4/3 + Den heated  pool  5 min to beach,246200234,Jannette,,Hollywood,26.02117,-80.13583,Entire home/apt,450,3,51,11/15/2020,2.31,2,1
32746795,Las Olas Blvd. Waterfront Apt,108186866,Gaby,,Fort Lauderdale,26.12176,-80.12294,Entire home/apt,128,1,97,12/21/2020,4.32,7,333
32749690,"Private Suite by Las Olas, Downtown,  Wilton Manor",246293019,Margaret,,Fort Lauderdale,26.14162,-80.1402,Entire home/apt,50,1,21,2/17/2020,0.95,1,363
32759113,"BEACH CLUB 2, Luxurious, Ocean-Front long-term",246103582,Larisa,,Hallandale Beach,25.98526,-80.11789,Entire home/apt,125,16,0,,,1,349
32764137,A Tropical Hideaway 2.5 miles To Beach,22504693,Roxy,,Deerfield Beach,26.31909,-80.10301,Private room,53,2,14,10/13/2020,0.64,2,209
32779140,"Great house with heated pool, 5 min to the ocean",246541290,Boris,,Dania Beach,26.05652,-80.14258,Entire home/apt,215,5,78,12/23/2020,3.58,3,316
32782510,GREAT DEAL @ THE CASINO! 2 UNITS FOR 8 GUESTS,174792040,RoomPicks By Victoria,,Tribal Land,26.05082,-80.21155,Private room,633,1,2,10/20/2020,0.11,76,0
32782819,CASINO SPECIAL DEAL! KING UNIT W/ POOL,174792040,RoomPicks By Victoria,,Tribal Land,26.05082,-80.21155,Private room,273,1,3,11/20/2020,0.15,76,359
32782906,SPECIAL DEAL! AMAZING UNIT W/ 2 QUEEN BEDS,174792040,RoomPicks By Victoria,,Tribal Land,26.05082,-80.21155,Private room,304,1,0,,,76,359
32791000,Casa Nina,15636998,David,,Fort Lauderdale,26.15232,-80.12212,Entire home/apt,220,2,3,12/15/2019,0.15,1,309
32791112,Luxury Smart-Home & Office. Work Remote. Beach 2mi,31627395,Mark,,Fort Lauderdale,26.20976,-80.1113,Entire home/apt,181,4,15,3/29/2020,0.69,1,2
32792033,Different Planet #4,244999130,Oz,,Hollywood,26.00307,-80.14015,Entire home/apt,89,1,15,3/15/2020,0.69,3,119
32797685,Modern 2 bedroom 2 full baths apartment in Miami,173534622,Olga,,Hollywood,25.98844,-80.11874,Entire home/apt,233,4,5,1/4/2020,0.25,1,153
32810417,"Modern, Luxurious, Spacious House! Large pool. New",1688983,Nicholette,,Hollywood,26.04147,-80.17127,Entire home/apt,536,7,35,9/23/2020,1.57,9,341
32810450,Waterfront unique private studio pool*beach*wilton,44603388,Caroline,,Fort Lauderdale,26.14532,-80.12095,Entire home/apt,88,3,78,1/2/2021,3.5,1,1
32810534,Casa sunset #2 WATERFRONT/boat slip/close to beach,246632900,DPM Vacations,,Pompano Beach,26.22659,-80.10411,Entire home/apt,112,2,23,8/16/2020,1.06,3,225
32813598,"LUXURY STUDIO #13, CLOSE TO THE BEACH",219844806,Maria,,Hollywood,26.00956,-80.1177,Entire home/apt,36,1,34,12/28/2020,1.54,12,296
32816408,Lugar tranquilo on the beach,223240132,Lucileia,,Deerfield Beach,26.29226,-80.12956,Private room,45,1,19,11/30/2019,0.85,3,306
32822152,Different Planet #5,244999130,Oz,,Hollywood,26.00116,-80.14019,Entire home/apt,85,1,20,7/20/2020,0.91,3,149
32828322,Modern and Cozy Apt in East Fort Lauderdale - Two,25512755,Rossana,,Fort Lauderdale,26.14262,-80.12661,Entire home/apt,86,2,87,1/2/2021,4.11,3,286
32831877,My house is your house..,98082344,Leo,,Hollywood,26.02836,-80.17443,Private room,46,1,32,3/10/2020,1.46,1,45
32836684,"Cozy & Clean, Really Nice Studio Next to Airport",63473813,Ryder,,Dania Beach,26.05457,-80.14422,Entire home/apt,50,4,45,12/23/2020,2.1,4,321
32838290,Charming and cozy private bedroom,66142107,Cinthya,,Hollywood,26.01269,-80.19429,Private room,85,2,4,4/20/2019,0.18,2,153
32839835,A HOLLYWOOD BCH FLORIDA MIAMI STYLE PRIVATE STUDIO,246884762,800,,Hollywood,26.00218,-80.14404,Entire home/apt,124,1,12,10/25/2020,0.66,2,364
32840691,Affordable 1Bdrm close to Hollywood Downtown/Beach,163367426,Pete And Vanessa,,Hollywood,26.01991,-80.14712,Entire home/apt,69,7,30,4/18/2020,1.43,5,323
32842067,Fort Lauderdale Downtown and Beaches,10791649,Lena,,Fort Lauderdale,26.11562,-80.17541,Entire home/apt,202,2,50,12/13/2020,2.27,3,364
32843646,Ocean View Tiffany Penthouse 静室,199333210,Jing,,Fort Lauderdale,26.12942,-80.10572,Entire home/apt,248,2,9,12/30/2020,3.42,1,19
32845005,Cozy private bedroom,66142107,Cinthya,,Hollywood,26.0109,-80.194,Private room,55,2,1,2/11/2020,0.09,2,334
32860929,The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13086,-80.10312,Entire home/apt,327,2,0,,,8,226
32864729,FREE PARKING!5⭐️LUXURY:ROOFTOP POOL - OCEAN VIEW Balcony🏝,110354593,Stay Sol,,Hollywood,26.01539,-80.11745,Entire home/apt,157,2,3,11/9/2020,0.14,45,338
32865847,A little piece of Hollywood,69096268,Clarence,,Hollywood,26.03068,-80.15286,Entire home/apt,100,1,0,,,1,0
32870152,Stunning lake home*beach*Casino* nightlife*Airport,81871248,Revitali,,Dania Beach,26.05423,-80.17359,Entire home/apt,193,1,39,12/28/2020,1.79,4,363
32871658,Beautiful  Family house  close to the beach!!,247211263,Giovana,,Hollywood,26.00582,-80.12677,Entire home/apt,350,5,10,3/18/2020,0.49,1,72
32875177,Gorgeous Modern 1 Bed Convertible Oceanfront 703,18282693,Raydiant,,Hollywood,25.98961,-80.11925,Entire home/apt,150,14,0,,,9,365
32875222,HERMOSA Y COMODA HABITACION EN PEMBROKE PINES,172827567,Rangely,,Pembroke Pines,26.02715,-80.27533,Private room,140,2,14,7/7/2019,0.64,1,179
32889000,Live like the rich and famous,247432005,Regina,,Lighthouse Point,26.29562,-80.08296,Entire home/apt,1800,7,0,,,1,362
32892779,Hyde Resort & Residence Hollywood Florida 31 Floor,247452881,Cecilia,,Hollywood,25.98676,-80.11869,Private room,240,3,31,11/22/2020,1.48,4,296
32892883,Gator Hole-tiny studio. 2 blocks to beach.private,103169200,Summer,,Fort Lauderdale,26.15911,-80.10019,Entire home/apt,58,1,26,3/20/2020,1.18,5,71
32895159,Barefeet Retreat/Walk to Beach/PVT RM/BR/entrance,103169200,Summer,,Fort Lauderdale,26.15816,-80.10024,Private room,71,1,10,3/14/2020,0.45,5,68
32895787,MAISON A FORT LAUDERDALE EN FLORIDE À LOUER,212857666,André,,Dania Beach,26.05451,-80.17445,Entire home/apt,100,15,0,,,1,244
32900220,Different Planet #3,244999130,Oz,,Hollywood,26.00248,-80.13942,Entire home/apt,149,2,16,3/22/2020,0.73,3,139
32900713,NEW REMODELED APARTMENT BEACH CONDO,247531051,Alejandra/Luis,,Hallandale Beach,25.98175,-80.12569,Entire home/apt,75,3,19,12/15/2020,0.87,1,329
32904383,TIDES OCEANFRONT 1 BEDROOM ON THE BEACH 6FL,2001930,Dmitri,,Hollywood,25.98884,-80.11892,Entire home/apt,329,5,0,,,43,91
32911811,Beach club tower 2,247613796,Yelena,,Hallandale Beach,25.98376,-80.11787,Entire home/apt,250,360,0,,,1,0
32912263,Luxurious home with private heated pool,237268053,Patrick,,Wilton Manors,26.16222,-80.12206,Entire home/apt,343,3,44,12/14/2020,1.98,1,103
32912358,The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite ADA,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13132,-80.10449,Entire home/apt,381,2,0,,,8,357
32912453,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Family Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13088,-80.10318,Entire home/apt,461,2,0,,,8,344
32912543,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13261,-80.10304,Entire home/apt,374,2,0,,,8,358
32912604,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite 2 Queens,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13249,-80.10291,Entire home/apt,416,2,0,,,8,301
32912672,The Atlantic Hotel and Spa - 1 Bedroom Panoramic View Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13091,-80.10394,Entire home/apt,312,2,0,,,8,363
32912808,The Atlantic Hotel and Spa - 2 Bedroom Oceanfront Penthouse Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13251,-80.10433,Entire home/apt,1043,2,0,,,8,362
32912959,The Atlantic Hotel and Spa - 2 Bedroom Panoramic View Penthouse Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13141,-80.10268,Entire home/apt,727,2,0,,,8,355
32914146,Beachfront Hollywood Condo w/Resort Amenities,126641496,Evolve Vacation Rental,,Hollywood,25.98797,-80.11916,Entire home/apt,211,3,0,,,55,4
32941053,★Peaceful & cute|kitchenette|yard|parking |Wa/dr ★,596168,Guillermo,,Hallandale Beach,25.99493,-80.13765,Entire home/apt,73,2,73,12/23/2020,3.36,6,49
32952154,Marbella Birch Townhouse Close to the Beach,228206805,Florida Sands Luxury,,Fort Lauderdale,26.12849,-80.10636,Entire home/apt,367,28,0,,,11,258
32952648,Marbella Riomar Townhouse Close to the Beach,228206805,Florida Sands Luxury,,Fort Lauderdale,26.12817,-80.10499,Entire home/apt,367,28,0,,,11,216
32959223,Pompano Beach private efficiency suite,160330131,Tina,,Pompano Beach,26.23385,-80.10498,Entire home/apt,51,2,2,12/26/2020,2,3,326
32959838,Fort Lauderdale Beach Apartment,88753373,Paolo,,Fort Lauderdale,26.13297,-80.10863,Entire home/apt,181,4,8,12/7/2020,0.36,1,276
32959973,Luxury Modern Apartment on the Beach,33042137,Jose,,Hollywood,26.01755,-80.11767,Entire home/apt,156,1,1,5/13/2019,0.05,33,281
32977588,POOL OPEN! Beach Vacay! Two Modern Units for 8,174792040,RoomPicks By Victoria,,Fort Lauderdale,26.10746,-80.10551,Private room,666,1,0,,,76,1
32977813,"POOL OPEN! RARE FIND! FOUR UNITS FOR 16, BEACH",174792040,RoomPicks By Victoria,,Fort Lauderdale,26.10814,-80.10626,Private room,1524,1,0,,,76,347
32978552,"BEACH GETAWAY! DESIGN UNIT FOR 3, POOL",174792040,RoomPicks By Victoria,,Fort Lauderdale,26.10814,-80.10626,Private room,333,1,2,6/24/2019,0.11,76,1
32978993,"Great Escape! 2 Lovely units, pool & spa",174792040,RoomPicks By Victoria,,Fort Lauderdale,26.10755,-80.10562,Private room,858,1,1,12/4/2020,1,76,344
32987558,Blue Bonita Your Beach Hideaway!,247080344,Scott,,Hollywood,26.01062,-80.11631,Entire home/apt,114,10,5,2/6/2020,0.25,1,68
32988317,Perfect spring break luxuary Stay,232566064,Anthony,,Davie,26.09247,-80.22428,Entire home/apt,1450,2,0,,,1,179
32990093,Daybreak,169333495,Andre,,Dania Beach,26.05348,-80.1301,Entire home/apt,119,1,0,,,1,179
32992289,Cozy Studio by Hard Rock Casino and Stadium,199996205,Zelia,,Hollywood,26.00363,-80.20412,Entire home/apt,57,2,56,11/22/2020,2.58,1,338
32994581,Room and Private bathroom new just remodeled,63237654,Susana,,Pembroke Pines,26.00485,-80.35729,Private room,65,3,3,2/25/2020,0.14,1,338
33018577,"Beachfront condo w/ balcony, ocean view & shared pool/gym/game room!",112304095,Vacasa Florida,,Hallandale Beach,25.98664,-80.11767,Entire home/apt,206,2,6,3/9/2020,0.3,5,364
33038281,The Oasis near the cruise & airport - By Avi,1538108,Avi,,Fort Lauderdale,26.08796,-80.152,Entire home/apt,181,5,53,12/28/2020,2.48,6,231
33038885,"Paradise Retreat, Modern & Clean, Private Pool",202822201,Jeremy,,Oakland Park,26.18897,-80.12673,Entire home/apt,65,1,146,12/24/2020,6.84,1,296
33040751,Waterside Vacations-WIFI/Netflix/Beach Supplies,161040667,John,,Pompano Beach,26.23276,-80.09792,Entire home/apt,152,2,20,3/19/2020,0.92,7,312
33040960,Charming Newly Renovated Bungalow Prime Location,176543077,Brett,,Fort Lauderdale,26.14717,-80.13378,Entire home/apt,99,1,17,3/20/2020,0.79,1,281
33043056,Depto. de lujo en Miami a orilla de playa!!!,200375417,Romina,,Hallandale Beach,25.97916,-80.11823,Entire home/apt,111,30,0,,,1,331
33043590,Serene Studio/Beachside Location w/Sunset Balcony,217804290,Elyse,,Fort Lauderdale,26.1786,-80.09684,Entire home/apt,122,4,55,12/29/2020,2.72,3,147
33046029,Modern 2/2 Ft. Lauderdale Home by Las Olas / Beach,46591369,Hans,,Fort Lauderdale,26.10431,-80.15233,Entire home/apt,200,4,27,11/30/2020,1.27,2,0
33047337,"⭐️Waterfront pool home near beach, cruise, airport",28227935,Josh,,Fort Lauderdale,26.1074,-80.14866,Entire home/apt,216,2,51,12/23/2020,3.61,1,175
33047732,Oceanfront 15th Floor Condo 2/2,180809316,Madeleine/Luis,,Hollywood,25.99022,-80.11763,Entire home/apt,150,20,1,5/1/2019,0.05,2,316
33069291,GG's beach bungalow.,179642377,Gina,,Hollywood,26.01006,-80.18027,Entire home/apt,77,7,3,6/27/2019,0.15,2,92
33074212,Garden Apartment 8 miles from the Beach,142455891,Fernanda,,Pompano Beach,26.20971,-80.18438,Entire home/apt,58,1,54,12/20/2020,2.5,2,322
33075444,Galt Ocean Charmer,102139523,Judith,,Fort Lauderdale,26.17731,-80.09804,Entire home/apt,137,4,41,12/10/2020,1.9,21,76
33076028,STUDIO APT LIKE SOUTH BEACH LIFE (IN HOLLYWOOD FL),246884762,800,,Hollywood,26.00456,-80.144,Entire home/apt,99,1,2,11/13/2019,0.09,2,363
33079552,2 twin bed 2 mile to las olas bch/dwntwn n airport,218270663,Jessika,,Fort Lauderdale,26.14437,-80.16561,Private room,35,2,21,11/27/2020,0.96,6,358
33086030,Large queen bed 2 miles las olas bch/dwntn airport,218270663,Jessika,,Fort Lauderdale,26.14355,-80.16528,Private room,40,2,6,1/1/2020,0.27,6,361
33087648,New Pool & Hot Tub!  Walk to Beach & Restaurants!,14501987,Andy,,Fort Lauderdale,26.16227,-80.10352,Entire home/apt,690,4,12,11/29/2020,0.96,16,304
33090749,"Luxury  Beach Front/2 Bedrooms/2 Bath, 26 floor",245822703,Ron,,Hollywood,25.98732,-80.11842,Entire home/apt,336,3,79,11/22/2020,3.75,8,249
33092206,Beachcomber 1 King Bed Apartment,126483964,Beachcomber,,Pompano Beach,26.22183,-80.09153,Entire home/apt,150,1,13,3/8/2020,0.64,7,0
33092385,Quiet REMODEL COZY 2 miles  BCH/DWNTN/ 5minAirport,218270663,Jessika,,Fort Lauderdale,26.14482,-80.16417,Entire home/apt,160,1,1,7/10/2020,0.17,6,2
33092714,Special Rate Galleria One/Hilton Long Term Rental,12154543,Shiela,,Fort Lauderdale,26.13758,-80.10856,Entire home/apt,159,1,2,12/7/2019,0.09,2,0
33093072,Pompano Beach Florida,249064349,Mathiesen,,Pompano Beach,26.23399,-80.09631,Entire home/apt,150,3,0,,,1,326
33097620,Supr cozy clean upscale Quiet room relax must book,157384888,Bill,,Pembroke Pines,26.00575,-80.41922,Private room,49,2,2,3/21/2019,0.09,5,365
33104795,Super Bowl stay - Home away from home !,1291881,Sunsets Included!,,Dania Beach,26.04073,-80.13638,Entire home/apt,100,7,1,2/2/2020,0.09,1,0
33112779,Modern and Cozy Apt in East Fort Lauderdale - One,25512755,Rossana,,Fort Lauderdale,26.14251,-80.12721,Entire home/apt,95,2,64,1/2/2021,3.01,3,327
33114048,Private room close to mall Restos. Travel nurse OK,249259855,Magalie,,Sunrise,26.1613,-80.30657,Private room,50,1,0,,,1,30
33115122,Surf Style Condo 2 Miles from the Beach !,109523907,Alexandra,,Hollywood,26.02631,-80.14674,Entire home/apt,90,7,21,12/17/2020,0.97,6,67
33115620,Amazing Ocean View + 36th Floor Stunning!,1833853,Ricardo,,Hallandale Beach,25.98591,-80.11818,Entire home/apt,568,3,7,12/13/2020,0.34,126,209
33115866,Luxury South West Corner+36th Floor-Dream Views!,1833853,Ricardo,,Hollywood,25.98748,-80.11937,Entire home/apt,481,3,8,10/14/2020,0.63,126,0
33119280,Relaxing Studio w/ Pool -10 Mins from FLL Airport,132389149,Carmen,,Plantation,26.10972,-80.21355,Entire home/apt,250,1,14,9/1/2019,0.7,1,365
33132529,Las Olas Condo in the heart of Downtown,135994712,Louis,,Fort Lauderdale,26.1239,-80.13138,Entire home/apt,125,4,27,3/19/2020,1.27,1,361
33136742,Luxury Resort Style Downtown Lauderdale Penthouse,69091104,Vacation Rentals FL,,Fort Lauderdale,26.12216,-80.14274,Entire home/apt,216,2,31,11/21/2020,1.51,3,337
33140208,Waterfront Estate -5 BR w/pool- 5 min to beach 𝘉𝘺 𝘋𝘦𝘴𝘪𝘨𝘯𝘦𝘥𝘝𝘙,45914148,Kat&Shahar,,Hallandale Beach,25.9813,-80.13125,Entire home/apt,951,1,30,12/25/2020,1.38,70,269
33159679,Middle River Retreat,49575843,Joseph,,Oakland Park,26.16785,-80.14948,Private room,75,1,1,12/6/2019,0.08,1,363
33162109,Yacht lifestyle yours to experience !,249497835,Anthea,,Davie,26.08584,-80.18799,Private room,1650,1,1,3/19/2019,0.05,1,0
33166420,"Charming getaway w/ a full kitchen, shared pool, & sundeck - walk to the beach!",112304095,Vacasa Florida,,Pompano Beach,26.25303,-80.08816,Entire home/apt,128,1,2,11/24/2020,1.2,5,363
33168716,Mi Casa Su Casa with private pool,103761492,Ron,,Miramar,25.9888,-80.22005,Entire home/apt,350,2,16,10/2/2020,0.8,1,2
33170080,Men only/Clothing Optional - Poolside King Room 1,114154684,Doug,,Wilton Manors,26.1585,-80.13698,Private room,193,1,4,6/17/2019,0.19,3,345
33179146,Luxury Beach Front Furnished Apt at The Beach Club,23612517,Gabriela,,Hallandale Beach,25.98581,-80.11893,Entire home/apt,165,30,0,,,2,312
33183765,Cottages by the Ocean King Studio #2,35784515,Elaine,,Pompano Beach,26.23016,-80.09278,Entire home/apt,206,3,0,,,13,253
33188067,LUXURY APARTMENT on the SEA,133585002,Matías,,Hallandale Beach,25.98626,-80.11966,Entire home/apt,120,3,34,11/18/2020,1.59,4,33
33189751,"Resort Villa EE, Ocean/IntraCoastal, why not BOTH?",12540540,Tom,,Hillsboro Beach,26.30325,-80.078,Entire home/apt,274,5,14,12/14/2020,0.73,5,291
33193348,Beautiful private room in lake side property,249917192,Shannika,,Miramar,25.98424,-80.26475,Private room,45,1,12,4/4/2020,0.64,3,89
33193390,Beautiful Home Best Fort Lauderdale Neighborhood,42619492,Kari,,Oakland Park,26.18466,-80.14254,Entire home/apt,125,5,1,12/22/2020,1,3,0
33194875,Full spacious rm 2miles las olas bch/dwntn airport,218270663,Jessika,,Fort Lauderdale,26.14426,-80.16449,Private room,40,1,5,8/9/2020,0.23,6,1
33195025,Gorgeous Waterfront Estate with Private Pool,176660870,Kim,,Fort Lauderdale,26.10855,-80.11174,Entire home/apt,1107,3,18,12/30/2020,0.9,1,275
